symbol	n	sources	ngc	cosm1	cancermine	cacao	umccr	germ	driver	cos_fu	hmf_fu	tumorsuppressor	oncogene	fusion	tier1	PRINCIPAL_hg19	PRINCIPAL_hg38
KLK2	3	NGC_known|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	ENST00000325321	ENST00000325321
KLLN	3	CPSR_panel0|TEMPUS|familial_cancer	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000445946	ENST00000445946
KMT2A	13	PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1|HMF_fusions	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0.5	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	ENST00000389506	ENST00000389506
KMT2B	7	AZ300|TS500|TEMPUS|oncokb|msk_impact|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000222270,ENST00000420124	ENST00000420124
KMT2C	13	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000355193	ENST00000262189,ENST00000355193
KMT2D	12	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000301067	ENST00000301067
KMT5A	3	oncokb|msk_impact|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	ENST00000402868
KNL1	1	NGC_known	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	NA	ENST00000346991
KNSTRN	5	PMCC|NGC_known|oncokb|msk_impact|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000249776	ENST00000249776
KRAS	16	CPSR_panel0|AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1|HMF_fusions	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	0.21333333333333335	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	ENST00000256078	ENST00000256078
KSR2	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000339824	ENST00000339824
KTN1	3	NGC_known|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	ENST00000395314	ENST00000395314
LAMP1	2	AZ300|TS500	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000332556	ENST00000332556
LARP4B	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000316157	ENST00000316157,ENST00000612396
LASP1	4	NGC_known|foundation_one_heme|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	ENST00000435347,ENST00000318008	ENST00000435347,ENST00000318008
LATS1	4	TS500|oncokb|msk_impact|cosmic1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000253339,ENST00000543571	ENST00000253339,ENST00000543571
LATS2	4	TS500|oncokb|msk_impact|cosmic1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000542899,ENST00000382592	ENST00000382592
LCK	4	NGC_known|oncokb|msk_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ENST00000336890	ENST00000619559,ENST00000336890
LCP1	3	NGC_known|foundation_one_heme|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	ENST00000323076,ENST00000398576	ENST00000323076,ENST00000398576
LEF1	4	TEMPUS|NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000265165	ENST00000265165
LEPROTL1	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000321250	ENST00000321250
LHFP	2	cosmic2|HMF_fusions	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	ENST00000379589	NA
LHFPL6	1	NGC_known	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	ENST00000379589
LIFR	4	AZ300|NGC_known|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	ENST00000453190,ENST00000263409	ENST00000263409,ENST00000453190
LIN28B	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.5	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000345080	ENST00000345080
LMNA	4	TEMPUS|NGC_known|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	ENST00000368300	ENST00000368300
LMO1	12	CPSR_panel0|TS500|TEMPUS|familial_cancer|NGC_known|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ENST00000335790	ENST00000335790
LMO2	4	NGC_known|cancermine|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ENST00000395833	ENST00000395833
LOX	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	ENST00000231004	ENST00000231004
LPP	4	NGC_known|foundation_one_heme|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	ENST00000312675,ENST00000543006	ENST00000640853,ENST00000617246
LRIG3	3	NGC_known|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	ENST00000320743	ENST00000320743
LRP1B	8	PMCC|TS500|TEMPUS|NGC_known|NGC_other|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000389484	ENST00000389484
LRRC4	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000249363	ENST00000249363
LRRK2	3	AZ300|NGC_other|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000298910	ENST00000298910
LSM14A	3	NGC_known|cosmic2|HMF_fusions	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	ENST00000544216	ENST00000544216
LTB	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000429299	ENST00000429299
LYL1	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ENST00000264824	ENST00000264824
LYN	6	PMCC|TS500|TEMPUS|oncokb|msk_impact|foundation_one	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000519728	ENST00000519728
LZTR1	8	CPSR_panel0|PMCC|TS500|TEMPUS|NGC_known|NGC_other|foundation_one|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000215739	ENST00000646124,ENST00000215739
MACC1	2	cancermine|cosmic2	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000332878,ENST00000400331,ENST00000589011	ENST00000332878,ENST00000589011,ENST00000400331
MAF	5	TEMPUS|NGC_known|cancermine|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ENST00000326043	ENST00000326043
MAFB	4	TEMPUS|NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ENST00000373313,ENST00000396967	ENST00000373313
MAGI2	3	PMCC|TS500|foundation_one	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000354212	ENST00000354212
MALAT1	2	AZ300|cosmic2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
MALT1	9	TS500|TEMPUS|NGC_known|cancermine|oncokb|msk_impact|msk_heme|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0.3333333333333333	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ENST00000348428	ENST00000348428
MAML2	3	NGC_known|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	ENST00000524717	ENST00000524717
MAP2K1	14	CPSR_panel0|AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000307102	ENST00000307102
MAP2K2	12	CPSR_panel0|AZ300|PMCC|TS500|TEMPUS|NGC_known|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000262948	ENST00000262948
MAP2K4	12	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000353533	ENST00000353533
MAP3K1	13	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000399503	ENST00000399503
MAP3K13	7	AZ300|TS500|NGC_known|oncokb|msk_impact|msk_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000424227,ENST00000265026	ENST00000424227,ENST00000265026
MAP3K14	5	TS500|oncokb|msk_impact|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	ENST00000648527,ENST00000344686,ENST00000376926
MAP3K6	3	CPSR_panel0|familial_cancer|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000493901,ENST00000357582	ENST00000357582,ENST00000493901
MAP3K7	2	TEMPUS|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000369329	ENST00000369329
MAPK1	12	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0.3333333333333333	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000398822,ENST00000215832	ENST00000398822,ENST00000215832
MAPK3	6	AZ300|PMCC|TS500|oncokb|msk_impact|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000263025	ENST00000263025
MAPKAP1	3	AZ300|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000373498,ENST00000265960	ENST00000350766
MARK2	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000508192	ENST00000508192
MAX	9	CPSR_panel0|TS500|TEMPUS|familial_cancer|NGC_known|NGC_other|oncokb|msk_impact|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000358664	ENST00000358664
MB21D2	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000392452	ENST00000392452
MCC	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000408903	ENST00000408903
MCL1	9	AZ300|PMCC|TS500|TEMPUS|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000369026	ENST00000369026
MDC1	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000376406	ENST00000376406
MDM2	12	AZ300|PMCC|TS500|TEMPUS|NGC_known|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000258149	ENST00000539479
MDM4	11	AZ300|PMCC|TS500|TEMPUS|NGC_known|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000367182	ENST00000367182
MDS2	3	NGC_known|foundation_one_heme|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	ENST00000374555	NA
MECOM	6	AZ300|NGC_known|NGC_other|cancermine|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ENST00000392736,ENST00000468789	ENST00000494292
MED12	13	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000374080	ENST00000374080
MEF2B	9	PMCC|TS500|TEMPUS|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000424583,ENST00000162023	ENST00000424583
MEIS1	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000272369	ENST00000272369
MEN1	15	CPSR_panel0|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	ENST00000394374,ENST00000377313,ENST00000394376,ENST00000443283,ENST00000337652	ENST00000377326,ENST00000312049,ENST00000315422
MET	17	CPSR_panel0|AZ300|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1|HMF_fusions	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	0.13333333333333333	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	ENST00000397752	ENST00000397752
MGA	6	AZ300|TS500|NGC_other|oncokb|msk_impact|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000566586	ENST00000566586
MGAM	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000475668	ENST00000475668
MGMT	4	PMCC|TEMPUS|NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000306010	ENST00000306010
MIB1	2	TEMPUS|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000261537	ENST00000261537
MITF	14	CPSR_panel0|AZ300|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	0.3333333333333333	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000352241	ENST00000642352,ENST00000352241
MKI67	2	TEMPUS|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000368654	ENST00000368654
MKL1	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	ENST00000407029,ENST00000355630	NA
MLF1	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	ENST00000355893	ENST00000355893
MLH1	15	CPSR_panel0|AZ300|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000231790	ENST00000231790
MLH3	4	CPSR_panel0|AZ300|TEMPUS|familial_cancer	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000355774,ENST00000556740	ENST00000556740,ENST00000355774
MLLT1	5	NGC_known|cancermine|foundation_one_heme|cosmic1|HMF_fusions	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	1	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	ENST00000252674	ENST00000252674
MLLT10	4	NGC_known|foundation_one_heme|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	ENST00000377072	ENST00000377072
MLLT11	4	NGC_known|cancermine|cosmic1|HMF_fusions	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	ENST00000368921	ENST00000368921
MLLT3	7	TS500|TEMPUS|NGC_known|cancermine|foundation_one_heme|cosmic1|HMF_fusions	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0.5	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	ENST00000380338	ENST00000380338
MLLT4	3	foundation_one_heme|cosmic1|HMF_fusions	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	ENST00000366806	NA
MLLT6	4	NGC_known|foundation_one_heme|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	ENST00000325718	ENST00000621332
MN1	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ENST00000302326	ENST00000302326
MNX1	4	NGC_known|cancermine|foundation_one_heme|cosmic2	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	0	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	ENST00000252971	ENST00000252971
MOB3B	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000262244	ENST00000262244
MPEG1	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000361050	ENST00000361050
MPL	15	CPSR_panel0|AZ300|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000372470	ENST00000372470
MRE11	5	CPSR_panel0|PMCC|TS500|TEMPUS|familial_cancer	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	ENST00000323929
MRE11A	5	oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000323929	NA
MS4A1	2	PMCC|TEMPUS	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000389939,ENST00000345732,ENST00000534668	ENST00000534668,ENST00000389939,ENST00000345732
MSH2	15	CPSR_panel0|AZ300|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000233146	ENST00000233146
MSH3	7	CPSR_panel0|AZ300|TS500|TEMPUS|oncokb|msk_impact|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000265081	ENST00000265081
MSH6	15	CPSR_panel0|AZ300|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000234420	ENST00000234420
MSI1	2	oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000257552	ENST00000257552
MSI2	5	NGC_known|oncokb|msk_impact|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ENST00000284073	ENST00000284073
MSN	4	NGC_known|foundation_one_heme|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	ENST00000360270	ENST00000360270
MST1	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000449682	ENST00000449682
MST1R	4	TS500|cancermine|oncokb|msk_impact	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.3333333333333333	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000296474	ENST00000296474
MTAP	2	CPSR_panel0|TEMPUS	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000380172	ENST00000380172,ENST00000644715
MTCP1	2	NGC_known|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ENST00000362018,ENST00000369476	ENST00000362018,ENST00000369476
MTDH	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000336273	ENST00000336273
MTOR	13	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000361445	ENST00000361445
MTSS1	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000518547	ENST00000518547
MUC1	4	NGC_known|cancermine|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	ENST00000337604	ENST00000337604
MUC16	3	NGC_known|NGC_other|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000397910	ENST00000397910
MUC4	3	NGC_known|NGC_other|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000346145	ENST00000346145
MUTYH	13	CPSR_panel0|AZ300|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000354383	ENST00000372098
